Drug;Type;Reaction
Mekinist;ADVERSE REACTIONS;Rhabdomyolysis
Mekinist;ADVERSE REACTIONS;Skin papilloma
Mekinist;ADVERSE REACTIONS;Skin toxicity
Mekinist;ADVERSE REACTIONS;Stomatitis
Mekinist;ADVERSE REACTIONS;Thrombocytopenia
Mekinist;ADVERSE REACTIONS;Urinary tract infection
Mekinist;ADVERSE REACTIONS;Vaginal haemorrhage
Mekinist;ADVERSE REACTIONS;Vision blurred
Mekinist;ADVERSE REACTIONS;Vitreous haemorrhage
Mekinist;ADVERSE REACTIONS;Vomiting
Mekinist;WARNINGS AND PRECAUTIONS;Abortion
Mekinist;WARNINGS AND PRECAUTIONS;Adenocarcinoma pancreas
Mekinist;WARNINGS AND PRECAUTIONS;Basal cell carcinoma
Mekinist;WARNINGS AND PRECAUTIONS;Carcinogenicity
Mekinist;WARNINGS AND PRECAUTIONS;Cardiac failure
Mekinist;WARNINGS AND PRECAUTIONS;Cardiomyopathy
Mekinist;WARNINGS AND PRECAUTIONS;Chills
Mekinist;WARNINGS AND PRECAUTIONS;Chills
Mekinist;WARNINGS AND PRECAUTIONS;Colorectal cancer
Mekinist;WARNINGS AND PRECAUTIONS;Death
Mekinist;WARNINGS AND PRECAUTIONS;Deep vein thrombosis
Mekinist;WARNINGS AND PRECAUTIONS;Deep vein thrombosis
Mekinist;WARNINGS AND PRECAUTIONS;Deep vein thrombosis
Mekinist;WARNINGS AND PRECAUTIONS;Dehydration
Mekinist;WARNINGS AND PRECAUTIONS;Dermatitis acneiform
Mekinist;WARNINGS AND PRECAUTIONS;Dermatitis acneiform
Mekinist;WARNINGS AND PRECAUTIONS;Detachment of retinal pigment epithelium
Mekinist;WARNINGS AND PRECAUTIONS;Ejection fraction decreased
Mekinist;WARNINGS AND PRECAUTIONS;Embolism venous
Mekinist;WARNINGS AND PRECAUTIONS;Erythema
Mekinist;WARNINGS AND PRECAUTIONS;Foetal damage
Mekinist;WARNINGS AND PRECAUTIONS;Gastric haemorrhage
Mekinist;WARNINGS AND PRECAUTIONS;Glaucoma
Mekinist;WARNINGS AND PRECAUTIONS;Glioblastoma
Mekinist;WARNINGS AND PRECAUTIONS;Haemolytic anaemia
Mekinist;WARNINGS AND PRECAUTIONS;Haemorrhage intracranial
Mekinist;WARNINGS AND PRECAUTIONS;Haemorrhage
Mekinist;WARNINGS AND PRECAUTIONS;Haemorrhage
Mekinist;WARNINGS AND PRECAUTIONS;Hyperglycaemia
Mekinist;WARNINGS AND PRECAUTIONS;Hypotension
Mekinist;WARNINGS AND PRECAUTIONS;Interstitial lung disease
Mekinist;WARNINGS AND PRECAUTIONS;Iritis
Mekinist;WARNINGS AND PRECAUTIONS;K-ras gene mutation
Mekinist;WARNINGS AND PRECAUTIONS;Keratoacanthoma
Mekinist;WARNINGS AND PRECAUTIONS;Left ventricular dysfunction
Mekinist;WARNINGS AND PRECAUTIONS;Macular oedema
Mekinist;WARNINGS AND PRECAUTIONS;Malignant melanoma
Mekinist;WARNINGS AND PRECAUTIONS;Maternal drugs affecting foetus
Mekinist;WARNINGS AND PRECAUTIONS;Neoplasm malignant
Mekinist;WARNINGS AND PRECAUTIONS;Neoplasm malignant
Mekinist;WARNINGS AND PRECAUTIONS;Neovascularisation
Mekinist;WARNINGS AND PRECAUTIONS;Ocular toxicity
Mekinist;WARNINGS AND PRECAUTIONS;Optical coherence tomography abnormal
Mekinist;WARNINGS AND PRECAUTIONS;Palmar-plantar erythrodysaesthesia syndrome
Mekinist;WARNINGS AND PRECAUTIONS;Pneumonitis
Mekinist;WARNINGS AND PRECAUTIONS;Pulmonary embolism
Mekinist;WARNINGS AND PRECAUTIONS;Pyrexia
Mekinist;WARNINGS AND PRECAUTIONS;Pyrexia
Mekinist;WARNINGS AND PRECAUTIONS;Pyrexia
Mekinist;WARNINGS AND PRECAUTIONS;Rash
Mekinist;WARNINGS AND PRECAUTIONS;Renal failure
Mekinist;WARNINGS AND PRECAUTIONS;Retinal detachment
Mekinist;WARNINGS AND PRECAUTIONS;Retinal vein occlusion
Mekinist;WARNINGS AND PRECAUTIONS;Skin cancer
Mekinist;WARNINGS AND PRECAUTIONS;Skin infection
Mekinist;WARNINGS AND PRECAUTIONS;Skin toxicity
Mekinist;WARNINGS AND PRECAUTIONS;Squamous cell carcinoma of skin
Mekinist;WARNINGS AND PRECAUTIONS;Syncope
Mekinist;WARNINGS AND PRECAUTIONS;Uveitis
Mekinist;WARNINGS AND PRECAUTIONS;Visual acuity reduced
Mekinist;WARNINGS AND PRECAUTIONS;Visual acuity reduced
Mekinist;WARNINGS AND PRECAUTIONS;
Latuda;BOXED WARNINGS;Death
Latuda;BOXED WARNINGS;Suicidal behaviour
Latuda;BOXED WARNINGS;Suicidal ideation
Latuda;ADVERSE REACTIONS;Abdominal pain
Latuda;ADVERSE REACTIONS;Abnormal dreams
Latuda;ADVERSE REACTIONS;Agitation
Latuda;ADVERSE REACTIONS;Agranulocytosis
Latuda;ADVERSE REACTIONS;Akathisia
Latuda;ADVERSE REACTIONS;Amenorrhoea
Latuda;ADVERSE REACTIONS;Anaemia
Latuda;ADVERSE REACTIONS;Angina pectoris
Latuda;ADVERSE REACTIONS;Angioedema
Latuda;ADVERSE REACTIONS;Anxiety
Latuda;ADVERSE REACTIONS;Atrioventricular block first degree
Latuda;ADVERSE REACTIONS;Back pain
Latuda;ADVERSE REACTIONS;Blood creatine phosphokinase increased
Latuda;ADVERSE REACTIONS;Blood creatinine increased
Latuda;ADVERSE REACTIONS;Blood creatinine increased
Latuda;ADVERSE REACTIONS;Bradycardia
Latuda;ADVERSE REACTIONS;Bradykinesia
Latuda;ADVERSE REACTIONS;Breast enlargement
Latuda;ADVERSE REACTIONS;Breast pain
Latuda;ADVERSE REACTIONS;Cerebrovascular accident
Latuda;ADVERSE REACTIONS;Cerebrovascular accident
Latuda;ADVERSE REACTIONS;Cerebrovascular disorder
Latuda;ADVERSE REACTIONS;Cognitive disorder
Latuda;ADVERSE REACTIONS;Cogwheel rigidity
Latuda;ADVERSE REACTIONS;Completed suicide
Latuda;ADVERSE REACTIONS;Death
Latuda;ADVERSE REACTIONS;Decreased appetite
Latuda;ADVERSE REACTIONS;Diabetes mellitus
Latuda;ADVERSE REACTIONS;Diarrhoea
Latuda;ADVERSE REACTIONS;Dizziness
Latuda;ADVERSE REACTIONS;Drooling
Latuda;ADVERSE REACTIONS;Dry mouth
Latuda;ADVERSE REACTIONS;Dysarthria
Latuda;ADVERSE REACTIONS;Dyskinesia
Latuda;ADVERSE REACTIONS;Dyslipidaemia
Latuda;ADVERSE REACTIONS;Dysmenorrhoea
Latuda;ADVERSE REACTIONS;Dyspepsia
Latuda;ADVERSE REACTIONS;Dysphagia
Latuda;ADVERSE REACTIONS;Dysphagia
Latuda;ADVERSE REACTIONS;Dyspnoea
Latuda;ADVERSE REACTIONS;Dystonia
Latuda;ADVERSE REACTIONS;Dystonia
Latuda;ADVERSE REACTIONS;Dysuria
Latuda;ADVERSE REACTIONS;Erectile dysfunction
Latuda;ADVERSE REACTIONS;Extrapyramidal disorder
Latuda;ADVERSE REACTIONS;Extrapyramidal disorder
Latuda;ADVERSE REACTIONS;Fatigue
Latuda;ADVERSE REACTIONS;Galactorrhoea
Latuda;ADVERSE REACTIONS;Gastritis
Latuda;ADVERSE REACTIONS;Glabellar reflex abnormal
Latuda;ADVERSE REACTIONS;Hyperglycaemia
Latuda;ADVERSE REACTIONS;Hyperprolactinaemia
Latuda;ADVERSE REACTIONS;Hypersomnia
Latuda;ADVERSE REACTIONS;Hypertension
Latuda;ADVERSE REACTIONS;Hypokinesia
Latuda;ADVERSE REACTIONS;Hypomania
Latuda;ADVERSE REACTIONS;Increased appetite
Latuda;ADVERSE REACTIONS;Influenza
Latuda;ADVERSE REACTIONS;Insomnia
Latuda;ADVERSE REACTIONS;Leukopenia
Latuda;ADVERSE REACTIONS;Mania
Latuda;ADVERSE REACTIONS;Metabolic disorder
Latuda;ADVERSE REACTIONS;Motor dysfunction
Latuda;ADVERSE REACTIONS;Muscle rigidity
Latuda;ADVERSE REACTIONS;Muscle spasms
Latuda;ADVERSE REACTIONS;Nasopharyngitis
Latuda;ADVERSE REACTIONS;Nausea
Latuda;ADVERSE REACTIONS;Neuroleptic malignant syndrome
Latuda;ADVERSE REACTIONS;Neurological symptom
Latuda;ADVERSE REACTIONS;Neutropenia
Latuda;ADVERSE REACTIONS;Oculogyric crisis
Latuda;ADVERSE REACTIONS;Oromandibular dystonia
Latuda;ADVERSE REACTIONS;Orthostatic hypotension
Latuda;ADVERSE REACTIONS;Panic attack
Latuda;ADVERSE REACTIONS;Parkinsonism
Latuda;ADVERSE REACTIONS;Protrusion tongue
Latuda;ADVERSE REACTIONS;Pruritus
Latuda;ADVERSE REACTIONS;Psychomotor retardation
Latuda;ADVERSE REACTIONS;Rash
Latuda;ADVERSE REACTIONS;Renal failure
Latuda;ADVERSE REACTIONS;Restlessness
Latuda;ADVERSE REACTIONS;Rhabdomyolysis
Latuda;ADVERSE REACTIONS;Salivary hypersecretion
Latuda;ADVERSE REACTIONS;Sedation
Latuda;ADVERSE REACTIONS;Seizure
Latuda;ADVERSE REACTIONS;Sleep disorder
Latuda;ADVERSE REACTIONS;Somnolence
Latuda;ADVERSE REACTIONS;Sudden death
Latuda;ADVERSE REACTIONS;Suicidal behaviour
Latuda;ADVERSE REACTIONS;Suicidal ideation
Latuda;ADVERSE REACTIONS;Syncope
Latuda;ADVERSE REACTIONS;Tachycardia
Latuda;ADVERSE REACTIONS;Tardive dyskinesia
Latuda;ADVERSE REACTIONS;Temperature regulation disorder
Latuda;ADVERSE REACTIONS;Throat tightness
Latuda;ADVERSE REACTIONS;Tongue spasm
Latuda;ADVERSE REACTIONS;Torticollis
Latuda;ADVERSE REACTIONS;Tremor
Latuda;ADVERSE REACTIONS;Trismus
Latuda;ADVERSE REACTIONS;Urinary tract infection
Latuda;ADVERSE REACTIONS;Vertigo
Latuda;ADVERSE REACTIONS;Vision blurred
Latuda;ADVERSE REACTIONS;Vomiting
Latuda;ADVERSE REACTIONS;Weight increased
Latuda;ADVERSE REACTIONS;Weight increased
Latuda;ADVERSE REACTIONS;
Latuda;WARNINGS AND PRECAUTIONS;Aggression
Latuda;WARNINGS AND PRECAUTIONS;Agitation
Latuda;WARNINGS AND PRECAUTIONS;Agranulocytosis
Latuda;WARNINGS AND PRECAUTIONS;Akathisia
Latuda;WARNINGS AND PRECAUTIONS;Amenorrhoea
Latuda;WARNINGS AND PRECAUTIONS;Anxiety
Latuda;WARNINGS AND PRECAUTIONS;Aspiration
Latuda;WARNINGS AND PRECAUTIONS;Blood cholesterol increased
Latuda;WARNINGS AND PRECAUTIONS;Blood glucose increased
Latuda;WARNINGS AND PRECAUTIONS;Blood gonadotrophin decreased
Latuda;WARNINGS AND PRECAUTIONS;Blood gonadotrophin decreased
Latuda;WARNINGS AND PRECAUTIONS;Blood prolactin abnormal
Latuda;WARNINGS AND PRECAUTIONS;Blood prolactin increased
Latuda;WARNINGS AND PRECAUTIONS;Blood prolactin increased
Latuda;WARNINGS AND PRECAUTIONS;Blood triglycerides increased
Latuda;WARNINGS AND PRECAUTIONS;Bone density decreased
Latuda;WARNINGS AND PRECAUTIONS;Bradycardia
Latuda;WARNINGS AND PRECAUTIONS;Breast neoplasm
Latuda;WARNINGS AND PRECAUTIONS;Cardiac death
Latuda;WARNINGS AND PRECAUTIONS;Cardiac failure
Latuda;WARNINGS AND PRECAUTIONS;Cardiovascular symptom
Latuda;WARNINGS AND PRECAUTIONS;Cerebrovascular accident
Latuda;WARNINGS AND PRECAUTIONS;Cerebrovascular accident
Latuda;WARNINGS AND PRECAUTIONS;Cerebrovascular disorder
Latuda;WARNINGS AND PRECAUTIONS;Coma
Latuda;WARNINGS AND PRECAUTIONS;Completed suicide
Latuda;WARNINGS AND PRECAUTIONS;Death
Latuda;WARNINGS AND PRECAUTIONS;Depression
Latuda;WARNINGS AND PRECAUTIONS;Diabetes mellitus
Latuda;WARNINGS AND PRECAUTIONS;Dizziness
Latuda;WARNINGS AND PRECAUTIONS;Dizziness
Latuda;WARNINGS AND PRECAUTIONS;Dyskinesia
Latuda;WARNINGS AND PRECAUTIONS;Dyskinesia
Latuda;WARNINGS AND PRECAUTIONS;Dyslipidaemia
Latuda;WARNINGS AND PRECAUTIONS;Erectile dysfunction
Latuda;WARNINGS AND PRECAUTIONS;Galactorrhoea
Latuda;WARNINGS AND PRECAUTIONS;Gynaecomastia
Latuda;WARNINGS AND PRECAUTIONS;Hostility
Latuda;WARNINGS AND PRECAUTIONS;Hyperglycaemia
Latuda;WARNINGS AND PRECAUTIONS;Hyperosmolar state
Latuda;WARNINGS AND PRECAUTIONS;Hyperprolactinaemia
Latuda;WARNINGS AND PRECAUTIONS;Hypersomnia
Latuda;WARNINGS AND PRECAUTIONS;Hypogonadism
Latuda;WARNINGS AND PRECAUTIONS;Hypogonadism
Latuda;WARNINGS AND PRECAUTIONS;Hypomania
Latuda;WARNINGS AND PRECAUTIONS;Impulsive behaviour
Latuda;WARNINGS AND PRECAUTIONS;Insomnia
Latuda;WARNINGS AND PRECAUTIONS;Irritability
Latuda;WARNINGS AND PRECAUTIONS;Judgement impaired
Latuda;WARNINGS AND PRECAUTIONS;Ketoacidosis
Latuda;WARNINGS AND PRECAUTIONS;Leukopenia
Latuda;WARNINGS AND PRECAUTIONS;Lipids abnormal
Latuda;WARNINGS AND PRECAUTIONS;Mania
Latuda;WARNINGS AND PRECAUTIONS;Mania
Latuda;WARNINGS AND PRECAUTIONS;Metabolic disorder
Latuda;WARNINGS AND PRECAUTIONS;Motor dysfunction
Latuda;WARNINGS AND PRECAUTIONS;Neuroleptic malignant syndrome
Latuda;WARNINGS AND PRECAUTIONS;Neuroleptic malignant syndrome
Latuda;WARNINGS AND PRECAUTIONS;Neutropenia
Latuda;WARNINGS AND PRECAUTIONS;Oesophageal motility disorder
Latuda;WARNINGS AND PRECAUTIONS;Orthostatic hypotension
Latuda;WARNINGS AND PRECAUTIONS;Panic attack
Latuda;WARNINGS AND PRECAUTIONS;Pneumonia
Latuda;WARNINGS AND PRECAUTIONS;Reproductive toxicity
Latuda;WARNINGS AND PRECAUTIONS;Restlessness
Latuda;WARNINGS AND PRECAUTIONS;Sedation
Latuda;WARNINGS AND PRECAUTIONS;Seizure
Latuda;WARNINGS AND PRECAUTIONS;Seizure
Latuda;WARNINGS AND PRECAUTIONS;Somnolence
Latuda;WARNINGS AND PRECAUTIONS;Sudden death
Latuda;WARNINGS AND PRECAUTIONS;Suicidal behaviour
Latuda;WARNINGS AND PRECAUTIONS;Suicidal ideation
Latuda;WARNINGS AND PRECAUTIONS;Suicidal ideation
Latuda;WARNINGS AND PRECAUTIONS;Syncope
Latuda;WARNINGS AND PRECAUTIONS;Tachycardia
Latuda;WARNINGS AND PRECAUTIONS;Tardive dyskinesia
Latuda;WARNINGS AND PRECAUTIONS;Temperature regulation disorder
Latuda;WARNINGS AND PRECAUTIONS;Thinking abnormal
Latuda;WARNINGS AND PRECAUTIONS;Transient ischaemic attack
Latuda;WARNINGS AND PRECAUTIONS;Transient ischaemic attack
Latuda;WARNINGS AND PRECAUTIONS;Weight fluctuation
Latuda;WARNINGS AND PRECAUTIONS;Weight increased
Latuda;WARNINGS AND PRECAUTIONS;Weight increased
Neuraceq;ADVERSE REACTIONS;Application site erythema
Neuraceq;ADVERSE REACTIONS;Injection site erythema
Neuraceq;ADVERSE REACTIONS;Injection site irritation
Neuraceq;ADVERSE REACTIONS;Injection site pain
Neuraceq;ADVERSE REACTIONS;Injection site pain
Neuraceq;ADVERSE REACTIONS;Injection site reaction
Neuraceq;WARNINGS AND PRECAUTIONS;Exposure to radiation
Neuraceq;WARNINGS AND PRECAUTIONS;Neoplasm malignant
Xtandi;ADVERSE REACTIONS;Alanine aminotransferase increased
Xtandi;ADVERSE REACTIONS;Amnesia
Xtandi;ADVERSE REACTIONS;Anxiety
Xtandi;ADVERSE REACTIONS;Arthralgia
Xtandi;ADVERSE REACTIONS;Asthenia
Xtandi;ADVERSE REACTIONS;Asthenic conditions
Xtandi;ADVERSE REACTIONS;Back pain
Xtandi;ADVERSE REACTIONS;Blood bilirubin increased
Xtandi;ADVERSE REACTIONS;Bronchitis
Xtandi;ADVERSE REACTIONS;Cauda equina syndrome
Xtandi;ADVERSE REACTIONS;Cognitive disorder
Xtandi;ADVERSE REACTIONS;Constipation
Xtandi;ADVERSE REACTIONS;Death
Xtandi;ADVERSE REACTIONS;Decreased appetite
Xtandi;ADVERSE REACTIONS;Diarrhoea
Xtandi;ADVERSE REACTIONS;Disturbance in attention
Xtandi;ADVERSE REACTIONS;Dizziness
Xtandi;ADVERSE REACTIONS;Dry skin
Xtandi;ADVERSE REACTIONS;Dysgeusia
Xtandi;ADVERSE REACTIONS;Dyspnoea at rest
Xtandi;ADVERSE REACTIONS;Dyspnoea exertional
Xtandi;ADVERSE REACTIONS;Dyspnoea
Xtandi;ADVERSE REACTIONS;Epistaxis
Xtandi;ADVERSE REACTIONS;Fall
Xtandi;ADVERSE REACTIONS;Fatigue
Xtandi;ADVERSE REACTIONS;Fracture
Xtandi;ADVERSE REACTIONS;Gynaecomastia
Xtandi;ADVERSE REACTIONS;Haematoma
Xtandi;ADVERSE REACTIONS;Haematuria
Xtandi;ADVERSE REACTIONS;Headache
Xtandi;ADVERSE REACTIONS;Hot flush
Xtandi;ADVERSE REACTIONS;Hypertension
Xtandi;ADVERSE REACTIONS;Hypoaesthesia
Xtandi;ADVERSE REACTIONS;Infection
Xtandi;ADVERSE REACTIONS;Insomnia
Xtandi;ADVERSE REACTIONS;Joint injury
Xtandi;ADVERSE REACTIONS;Laryngitis
Xtandi;ADVERSE REACTIONS;Lower respiratory tract infection
Xtandi;ADVERSE REACTIONS;Lung infection
Xtandi;ADVERSE REACTIONS;Memory impairment
Xtandi;ADVERSE REACTIONS;Mental impairment disorders
Xtandi;ADVERSE REACTIONS;Muscular weakness
Xtandi;ADVERSE REACTIONS;Musculoskeletal pain
Xtandi;ADVERSE REACTIONS;Musculoskeletal stiffness
Xtandi;ADVERSE REACTIONS;Nasopharyngitis
Xtandi;ADVERSE REACTIONS;Neutropenia
Xtandi;ADVERSE REACTIONS;Oedema peripheral
Xtandi;ADVERSE REACTIONS;Paraesthesia
Xtandi;ADVERSE REACTIONS;Pharyngitis
Xtandi;ADVERSE REACTIONS;Pneumonia
Xtandi;ADVERSE REACTIONS;Pollakiuria
Xtandi;ADVERSE REACTIONS;Pruritus
Xtandi;ADVERSE REACTIONS;Restless legs syndrome
Xtandi;ADVERSE REACTIONS;Rhinitis
Xtandi;ADVERSE REACTIONS;Seizure
Xtandi;ADVERSE REACTIONS;Sepsis
Xtandi;ADVERSE REACTIONS;Sinusitis
Xtandi;ADVERSE REACTIONS;Spinal cord compression
Xtandi;ADVERSE REACTIONS;Thrombocytopenia
Xtandi;ADVERSE REACTIONS;Upper respiratory tract infection
Xtandi;ADVERSE REACTIONS;Vertigo
Xtandi;ADVERSE REACTIONS;Weight decreased
Xtandi;WARNINGS AND PRECAUTIONS;Seizure
Vizamyl;ADVERSE REACTIONS;Blood pressure increased
Vizamyl;ADVERSE REACTIONS;Chest discomfort
Vizamyl;ADVERSE REACTIONS;Dizziness
Vizamyl;ADVERSE REACTIONS;Dyspnoea
Vizamyl;ADVERSE REACTIONS;Flushing
Vizamyl;ADVERSE REACTIONS;Headache
Vizamyl;ADVERSE REACTIONS;Hypersensitivity
Vizamyl;ADVERSE REACTIONS;Nausea
Vizamyl;WARNINGS AND PRECAUTIONS;Dyspnoea
Vizamyl;WARNINGS AND PRECAUTIONS;Exposure to radiation
Vizamyl;WARNINGS AND PRECAUTIONS;Flushing
Vizamyl;WARNINGS AND PRECAUTIONS;Hypersensitivity
Vizamyl;WARNINGS AND PRECAUTIONS;Neoplasm malignant
Cimzia;BOXED WARNINGS;Aspergillus infection
Cimzia;BOXED WARNINGS;Bacterial infection
Cimzia;BOXED WARNINGS;Bacterial sepsis
Cimzia;BOXED WARNINGS;Blastomycosis
Cimzia;BOXED WARNINGS;Candida infection
Cimzia;BOXED WARNINGS;Coccidioidomycosis
Cimzia;BOXED WARNINGS;Death
Cimzia;BOXED WARNINGS;Disseminated tuberculosis
Cimzia;BOXED WARNINGS;Extrapulmonary tuberculosis
Cimzia;BOXED WARNINGS;Histoplasmosis disseminated
Cimzia;BOXED WARNINGS;Histoplasmosis
Cimzia;BOXED WARNINGS;Infection
Cimzia;BOXED WARNINGS;Legionella infection
Cimzia;BOXED WARNINGS;Listeriosis
Cimzia;BOXED WARNINGS;Lymphoma
Cimzia;BOXED WARNINGS;Neoplasm malignant
Cimzia;BOXED WARNINGS;Opportunistic infection
Cimzia;BOXED WARNINGS;Pneumocystis jirovecii pneumonia
Cimzia;BOXED WARNINGS;Systemic mycosis
Cimzia;BOXED WARNINGS;Tuberculosis
Cimzia;BOXED WARNINGS;Tuberculosis
Cimzia;BOXED WARNINGS;Tuberculosis
Cimzia;BOXED WARNINGS;Tuberculosis
Cimzia;BOXED WARNINGS;Viral infection
Cimzia;ADVERSE REACTIONS;Abdominal pain
Cimzia;ADVERSE REACTIONS;Alopecia totalis
Cimzia;ADVERSE REACTIONS;Anaemia
Cimzia;ADVERSE REACTIONS;Angina pectoris
Cimzia;ADVERSE REACTIONS;Angioedema
Cimzia;ADVERSE REACTIONS;Antinuclear antibody positive
Cimzia;ADVERSE REACTIONS;Anxiety
Cimzia;ADVERSE REACTIONS;Arrhythmia
Cimzia;ADVERSE REACTIONS;Arthralgia
Cimzia;ADVERSE REACTIONS;Atrial fibrillation
Cimzia;ADVERSE REACTIONS;Back pain
Cimzia;ADVERSE REACTIONS;Bacterial infection
Cimzia;ADVERSE REACTIONS;Bacteriuria
Cimzia;ADVERSE REACTIONS;Bipolar disorder
Cimzia;ADVERSE REACTIONS;Bronchitis
Cimzia;ADVERSE REACTIONS;Cardiac failure
Cimzia;ADVERSE REACTIONS;Cardiac failure
Cimzia;ADVERSE REACTIONS;Cardiac failure
Cimzia;ADVERSE REACTIONS;Cellulitis
Cimzia;ADVERSE REACTIONS;Cerebrovascular accident
Cimzia;ADVERSE REACTIONS;Cystitis
Cimzia;ADVERSE REACTIONS;Cystitis
Cimzia;ADVERSE REACTIONS;Death
Cimzia;ADVERSE REACTIONS;Dermatitis allergic
Cimzia;ADVERSE REACTIONS;Dermatitis
Cimzia;ADVERSE REACTIONS;Diarrhoea
Cimzia;ADVERSE REACTIONS;Disseminated tuberculosis
Cimzia;ADVERSE REACTIONS;Dizziness postural
Cimzia;ADVERSE REACTIONS;Dyspnoea
Cimzia;ADVERSE REACTIONS;Erythema multiforme
Cimzia;ADVERSE REACTIONS;Erythema nodosum
Cimzia;ADVERSE REACTIONS;Fatigue
Cimzia;ADVERSE REACTIONS;Haemorrhage
Cimzia;ADVERSE REACTIONS;Headache
Cimzia;ADVERSE REACTIONS;Hepatic enzyme increased
Cimzia;ADVERSE REACTIONS;Hepatitis
Cimzia;ADVERSE REACTIONS;Herpes virus infection
Cimzia;ADVERSE REACTIONS;Hot flush
Cimzia;ADVERSE REACTIONS;Hypercoagulation
Cimzia;ADVERSE REACTIONS;Hypersensitivity
Cimzia;ADVERSE REACTIONS;Hypertension
Cimzia;ADVERSE REACTIONS;Hypertension
Cimzia;ADVERSE REACTIONS;Hypertensive heart disease
Cimzia;ADVERSE REACTIONS;Hypotension
Cimzia;ADVERSE REACTIONS;Infection
Cimzia;ADVERSE REACTIONS;Injection site erythema
Cimzia;ADVERSE REACTIONS;Injection site pain
Cimzia;ADVERSE REACTIONS;Injection site reaction
Cimzia;ADVERSE REACTIONS;Intestinal obstruction
Cimzia;ADVERSE REACTIONS;Laryngitis
Cimzia;ADVERSE REACTIONS;Leukopenia
Cimzia;ADVERSE REACTIONS;Lower respiratory tract infection
Cimzia;ADVERSE REACTIONS;Lupus-like syndrome
Cimzia;ADVERSE REACTIONS;Lymph node tuberculosis
Cimzia;ADVERSE REACTIONS;Lymphadenopathy
Cimzia;ADVERSE REACTIONS;Malaise
Cimzia;ADVERSE REACTIONS;Menstrual disorder
Cimzia;ADVERSE REACTIONS;Myocardial infarction
Cimzia;ADVERSE REACTIONS;Myocardial ischaemia
Cimzia;ADVERSE REACTIONS;Nasopharyngitis
Cimzia;ADVERSE REACTIONS;Neoplasm malignant
Cimzia;ADVERSE REACTIONS;Nephrotic syndrome
Cimzia;ADVERSE REACTIONS;Oedema peripheral
Cimzia;ADVERSE REACTIONS;Opportunistic infection
Cimzia;ADVERSE REACTIONS;Optic neuritis
Cimzia;ADVERSE REACTIONS;Pain in extremity
Cimzia;ADVERSE REACTIONS;Pancytopenia
Cimzia;ADVERSE REACTIONS;Pericardial effusion
Cimzia;ADVERSE REACTIONS;Pericarditis
Cimzia;ADVERSE REACTIONS;Peritoneal tuberculosis
Cimzia;ADVERSE REACTIONS;Pharyngitis
Cimzia;ADVERSE REACTIONS;Pneumonia
Cimzia;ADVERSE REACTIONS;Psoriasis
Cimzia;ADVERSE REACTIONS;Pulmonary tuberculosis
Cimzia;ADVERSE REACTIONS;Pustular psoriasis
Cimzia;ADVERSE REACTIONS;Pustular psoriasis
Cimzia;ADVERSE REACTIONS;Pyelonephritis
Cimzia;ADVERSE REACTIONS;Pyrexia
Cimzia;ADVERSE REACTIONS;Rash
Cimzia;ADVERSE REACTIONS;Renal failure
Cimzia;ADVERSE REACTIONS;Retinal haemorrhage
Cimzia;ADVERSE REACTIONS;Sarcoidosis
Cimzia;ADVERSE REACTIONS;Serum sickness
Cimzia;ADVERSE REACTIONS;Skin reaction
Cimzia;ADVERSE REACTIONS;Stevens-Johnson syndrome
Cimzia;ADVERSE REACTIONS;Suicide attempt
Cimzia;ADVERSE REACTIONS;Syncope
Cimzia;ADVERSE REACTIONS;Thrombophlebitis
Cimzia;ADVERSE REACTIONS;Toxic epidermal necrolysis
Cimzia;ADVERSE REACTIONS;Transient ischaemic attack
Cimzia;ADVERSE REACTIONS;Tuberculosis
Cimzia;ADVERSE REACTIONS;Tuberculosis
Cimzia;ADVERSE REACTIONS;Tuberculosis
Cimzia;ADVERSE REACTIONS;Upper respiratory tract infection
Cimzia;ADVERSE REACTIONS;Upper respiratory tract infection
Cimzia;ADVERSE REACTIONS;Urinary tract infection
Cimzia;ADVERSE REACTIONS;Urticaria
Cimzia;ADVERSE REACTIONS;Uveitis
Cimzia;ADVERSE REACTIONS;Vasculitis
Cimzia;ADVERSE REACTIONS;Vasculitis
Cimzia;ADVERSE REACTIONS;Viral infection
Cimzia;WARNINGS AND PRECAUTIONS;Acute leukaemia
Cimzia;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
Cimzia;WARNINGS AND PRECAUTIONS;Angioedema
Cimzia;WARNINGS AND PRECAUTIONS;Aplastic anaemia
Cimzia;WARNINGS AND PRECAUTIONS;Aspergillus infection
Cimzia;WARNINGS AND PRECAUTIONS;Autoimmune demyelinating disease
Cimzia;WARNINGS AND PRECAUTIONS;Autoimmune disorder
Cimzia;WARNINGS AND PRECAUTIONS;Bacterial infection
Cimzia;WARNINGS AND PRECAUTIONS;Blastomycosis
Cimzia;WARNINGS AND PRECAUTIONS;Blood disorder
Cimzia;WARNINGS AND PRECAUTIONS;Candida infection
Cimzia;WARNINGS AND PRECAUTIONS;Cardiac failure congestive
Cimzia;WARNINGS AND PRECAUTIONS;Cardiac failure congestive
Cimzia;WARNINGS AND PRECAUTIONS;Cardiac failure congestive
Cimzia;WARNINGS AND PRECAUTIONS;Cardiac failure
Cimzia;WARNINGS AND PRECAUTIONS;Cardiac failure
Cimzia;WARNINGS AND PRECAUTIONS;Chronic leukaemia
